1.216425143095233636e+02 7.054217434538063713e-01 1.494874124254285334e+03
1.219189361156545743e+02 9.072125075417626361e-01 1.452557950262513259e+03
1.066610801039534664e+02 7.698337417401071026e-01 1.164184810434177052e+03
1.172821561157861083e+02 8.140400398226445011e-01 1.399031294200600087e+03
1.245998824862283385e+02 8.903229903729670269e-01 1.573812088915715321e+03
1.059692156741320446e+02 8.812182138383184427e-01 1.125143204261986966e+03
1.029842072324250353e+02 8.549053191596773793e-01 1.056691288059596445e+03
1.389902486959963994e+02 6.775393289346828274e-01 1.925835334750932816e+03
1.073804923544359866e+02 5.133645944722510235e-01 1.010735034698610434e+03
1.187836881773095570e+02 7.554969420400777791e-01 1.435783675989639960e+03
1.067811438269184947e+02 8.683674595790568107e-01 1.140086734892843879e+03
9.781389250268124158e+01 7.448341598991798929e-01 9.872936398452906133e+02
1.158905246579448516e+02 7.445903871654890871e-01 1.359581477074023496e+03
8.372889520599436253e+01 8.269119865575784711e-01 6.968422603949833274e+02
1.370843682209483916e+02 6.951539667509247789e-01 1.883942385956452654e+03
1.069488203328129003e+02 6.816765197840477519e-01 1.134080666747375517e+03
1.367379948642002034e+02 6.582192157119288733e-01 1.861006918982468051e+03
1.261040790681917940e+02 4.916578696088244049e-01 1.364159244241858914e+03
1.200445699351065230e+02 8.646896325202396705e-01 1.451113239999977623e+03
1.164081189633730702e+02 8.373553062580755268e-01 1.391125748803481201e+03
9.100732548200845429e+01 6.630155100325649808e-01 8.298937636552620916e+02
1.325906447644372292e+02 9.569599600740487100e-01 1.705346200305167258e+03
1.327671258952114783e+02 5.857744662469929198e-01 1.668377717883615787e+03
8.752657134153055551e+01 8.248417466191320102e-01 7.801208643735227497e+02
1.108581176339384626e+02 7.902024920893722104e-01 1.265278325761590850e+03
8.569491192429869386e+01 6.057234392123591604e-01 7.073261937912142230e+02
1.206247217278746575e+02 9.432504096963166829e-01 1.410269754582956011e+03
1.141263980485786220e+02 6.396894631559842948e-01 1.254971972321613521e+03
1.043695503934048077e+02 8.476838995955631173e-01 1.096777908695570659e+03
1.205554637036797629e+02 5.031451001042466231e-01 1.260090715550829373e+03
1.053225099994405554e+02 6.501923975967769387e-01 1.092465252066218454e+03
9.196142763952718724e+01 7.066669008477871605e-01 8.581427571078688743e+02
1.361029019894093608e+02 4.367292680353465628e-01 1.450248204482861183e+03
1.222271557637007362e+02 1.054692725406742637e+00 1.293517939349157587e+03
1.124212364986451576e+02 8.527169613406254678e-01 1.291968237442959662e+03
8.668434293040741068e+01 6.649108151955035462e-01 7.406673591284563827e+02
1.114434412036393809e+02 6.509014585806092157e-01 1.234591368115381783e+03
9.607814121776438299e+01 7.046101995889260117e-01 9.241868514200281197e+02
1.182680122622290781e+02 8.073974444561455854e-01 1.417283167325535715e+03
1.110696409107966076e+02 9.004294769939346077e-01 1.235646340102209251e+03
9.788337352816314763e+01 5.981509418617665386e-01 9.139237946490591185e+02
9.834631479566930068e+01 5.192492532931445304e-01 8.619796906262535003e+02
9.512341436195733024e+01 8.417680939958095410e-01 9.184010546034352274e+02
1.210902263006250053e+02 8.748402141782979369e-01 1.470243713441930822e+03
1.549565095782826916e+02 6.827550828549240336e-01 2.383491042181033208e+03
1.307060807266172446e+02 7.522581513370205641e-01 1.737901914540532289e+03
1.027152506903938587e+02 8.901350249104789114e-01 1.051600964624207336e+03
1.166717270576912995e+02 8.406204389872231619e-01 1.383711530266494719e+03
1.057163484068124717e+02 6.936763368046122702e-01 1.104862152671918238e+03
1.161710205598082553e+02 6.429626340581203747e-01 1.333511202615954971e+03
1.252176579325732462e+02 8.101572687337758039e-01 1.575074682173134988e+03
1.445882582177797531e+02 9.072767326152961775e-01 2.060039224286445460e+03
1.149801478367569132e+02 7.352803890797583453e-01 1.334492773903727993e+03
1.072976757720291516e+02 7.929136631765074661e-01 1.175593238169200731e+03
1.179589724238163626e+02 7.083715232267631112e-01 1.397035749184997030e+03
9.786854881548627816e+01 6.933369419086562457e-01 9.832144669760414217e+02
1.227119248978015520e+02 5.767298254498426369e-01 1.405735752021847475e+03
9.409854018054144831e+01 8.704886428537846887e-01 8.878853330743440893e+02
1.416163787849470168e+02 8.686996380773626125e-01 2.012321688317251301e+03
1.359617875125737783e+02 6.794106328030292685e-01 1.849018563695967487e+03
1.339614901724391984e+02 6.702336178877510431e-01 1.779387986017806952e+03
1.007829259180034285e+02 8.181664443272200771e-01 1.028482373885399738e+03
1.156483419224503137e+02 8.521599561579931148e-01 1.372388359806475819e+03
1.175845194289266260e+02 1.010279589291164903e+00 1.282415376072028721e+03
1.113133316103766077e+02 8.174889075717455267e-01 1.249080300228541091e+03
1.279037752885359964e+02 6.222851352643530287e-01 1.581346165760740632e+03
1.113334436371007854e+02 6.999643256119715273e-01 1.232929816507596797e+03
1.054899030663396928e+02 6.384083933201073480e-01 1.074333796102948099e+03
1.003268291877940754e+02 8.554265485410985637e-01 1.026812819623782616e+03
1.029876090402676567e+02 6.096475730000726623e-01 1.013534815538798853e+03
1.098627560911518941e+02 6.746397013518737884e-01 1.198850219022828924e+03
1.099375599593776371e+02 8.099451060448901174e-01 1.237980768712814097e+03
1.249759374785123214e+02 7.378663230930634365e-01 1.566042077956801450e+03
1.183547035572001960e+02 8.989054268249612178e-01 1.384809281769273184e+03
1.394603477135362084e+02 7.468387754910481569e-01 1.969245344107678648e+03
1.103457109033721935e+02 7.514524799952447820e-01 1.231841246752351253e+03
1.093810390636022021e+02 7.291522818627131919e-01 1.199770516305799902e+03
8.523502768102612492e+01 8.325110094492149670e-01 7.318605470767597581e+02
1.244114195954675353e+02 8.049570687702835015e-01 1.563298813079687079e+03
1.191204229343615566e+02 7.478745341975699956e-01 1.453037865865198683e+03
1.117293254814049419e+02 7.247509147422086517e-01 1.262913958677839219e+03
1.039583758623995351e+02 9.255321716753969197e-01 1.056419179455443782e+03
8.105925590573569650e+01 1.043180215855951554e+00 5.768326078428890469e+02
1.023709522861635293e+02 7.425536153965693886e-01 1.050982283828240497e+03
1.067125176744383879e+02 8.611384070281662417e-01 1.139489824172943827e+03
1.189069827532079131e+02 8.660640029958246444e-01 1.421734680696631585e+03
1.024572025075920578e+02 8.417896127683121010e-01 1.058100375049395780e+03
9.076534378011598392e+01 6.256111009792451050e-01 8.188525579721061831e+02
1.416256375257996183e+02 6.831632811842502928e-01 1.995035152477070596e+03
1.179417948751026586e+02 9.177257007863691696e-01 1.373608406951510005e+03
1.312481278255398252e+02 8.349008351866611388e-01 1.741329405809177842e+03
1.362650514128066277e+02 6.841358096291099145e-01 1.848751440982939812e+03
1.456989808850209727e+02 7.993838171324034736e-01 2.159268319090348086e+03
1.058590628815942409e+02 7.993948145817698636e-01 1.141111953160375379e+03
1.149871728208938748e+02 5.394995194906280211e-01 1.181809233783909576e+03
1.190605871681673733e+02 8.468306988360421173e-01 1.448118103817617566e+03
1.019764323825247914e+02 8.982447014082247660e-01 1.047963041634200181e+03
1.022776602314932148e+02 6.637041488300279291e-01 1.009552268052291993e+03
7.353270896824817271e+01 5.329630128982464354e-01 4.892429402743833293e+02
1.111534291829416077e+02 5.104802724839058170e-01 1.080086821711857056e+03
1.156313149659809767e+02 7.513610426217197658e-01 1.353512073949294518e+03
9.090812230136248218e+01 9.650844722639937423e-01 7.858889362136374075e+02
1.116868139356968612e+02 1.012935719961402414e+00 1.131333986212085620e+03
