# x y
2.103598265424982960e-01 1.929630707415255497e-01
4.692756431696323838e-01 6.429423245216432381e-01
3.659656360053493707e-01 4.427825087185262021e-01
9.462041895818927850e-01 1.840802924710788879e+00
7.798308769785179673e-02 4.355425965787636938e-02
2.596977904565332951e-01 2.646868573606051545e-01
1.258546922674155466e+00 2.823801169674545974e+00
2.224729845640177894e-01 2.098678518817167493e-01
2.941437313407853082e+00 1.008949412219613251e+01
7.757753899148756016e-02 4.321494783186428934e-02
1.645586351847126094e+00 4.221929828961084041e+00
3.358945707387262503e-01 3.893448835027248922e-01
4.716383052581926139e-01 6.478039635386485529e-01
3.354823795568122047e-01 3.886284297527481946e-01
7.366389666815512625e-03 1.264480185414096087e-03
1.200492488824686621e+00 2.630686925504416518e+00
1.116847389320064554e+00 2.360590992985771575e+00
1.372408962553613554e+00 3.215550348026593674e+00
6.629858271010931337e-02 3.414179593978799304e-02
2.091144006144233902e+00 6.047918189617305096e+00
2.387900124409833236e+00 7.379963823385180532e+00
5.224037541643743454e-01 7.551607855292356009e-01
3.567494835879193582e-01 4.261622977223229469e-01
1.615221490408789984e-01 1.298309162435709041e-01
2.728187700350798717e-01 2.849977068634965693e-01
3.269459792512292129e+00 1.182344394983139146e+01
2.976137263623050977e+00 1.026855732833906742e+01
4.083351248855305649e+00 1.650270380153598282e+01
2.404233724348283641e-01 2.357735174989996629e-01
1.705498212315881279e-02 4.454581390756591139e-03
8.380990000509517257e-01 1.534521506158908588e+00
1.025990646690060570e+00 2.078476401843037280e+00
8.273450666859258895e-01 1.505081501841808223e+00
1.995820155103841920e+00 5.639129938151713262e+00
4.604853114298225747e-01 6.249620815296531573e-01
2.721054061539240898e-01 2.838806240234089118e-01
1.286755572191022878e+00 2.919268775377889202e+00
1.069920953352992109e-02 2.213387917684835927e-03
1.774979999477571235e+00 4.729554031699890082e+00
5.203286279486548510e-02 2.373813400431568077e-02
1.061672533258489093e+00 2.187841562284670971e+00
1.075793793888704553e+00 2.231636970287737665e+00
1.374957358264681240e+00 3.224510830441089659e+00
7.497466171108646549e-01 1.298379853224495006e+00
1.588770696526832449e+00 4.005178048563073467e+00
1.085644948751131711e+00 2.262360031997663778e+00
1.197937810464574149e+00 2.622294142074597989e+00
3.288393599904785303e-01 3.771426836611719291e-01
2.638892031262119464e-01 2.711205445881479381e-01
2.468077483693181806e-03 2.452269409470041509e-04
6.554027097815202652e+00 3.355771216466135343e+01
4.533256051666663566e+00 1.930391384625472639e+01
7.510072334722759368e-01 1.301655853403157703e+00
5.426092800286421575e-02 2.527905421082059581e-02
8.944793530037478679e-02 5.350390448967791424e-02
2.066035792574865554e-02 5.939320442709049644e-03
1.224184462867110579e+00 2.708945641738094601e+00
4.865373253037526879e+00 2.146368275660242730e+01
5.639356119980493132e-01 8.469821871015852377e-01
7.924738151836251410e-01 1.410936204287584594e+00
9.858689003978607923e-01 1.957756821784361945e+00
2.244015112597118611e-01 2.126026442508941183e-01
7.440762846910846384e-02 4.059347119710433882e-02
2.899278679312958129e+00 9.873359226794367061e+00
1.938209597087058866e-01 1.706597500210196572e-01
3.671161594559044783e-01 4.448721796662516992e-01
1.796343255444964981e+00 4.815196196062575318e+00
5.351195189857204104e-01 7.828998043015604757e-01
9.563558683570372310e-01 1.870506778350102817e+00
9.605406967661338224e-02 5.953928990351499417e-02
1.365878429436028219e-01 1.009597032601501493e-01
1.326123791959743281e+00 3.054260642615810095e+00
1.980808768879898318e+00 5.575628387357056681e+00
4.333242763351849436e-01 5.704919574123746839e-01
1.944798655139292176e+00 5.424278305402943978e+00
6.883290180088481591e-01 1.142152549479517720e+00
7.749486915593795100e-01 1.364392802273765692e+00
2.916388575196691146e-01 3.149909512789101917e-01
2.622673826989935578e-03 2.686249941236469227e-04
1.149208277872876049e+00 2.463928574051538423e+00
5.646686108700799817e-02 2.683616574858648310e-02
5.839162282846217522e-01 8.923922988371042475e-01
3.549961022743588490e+00 1.337720469807618962e+01
9.022881839813210458e-01 1.714146359768697225e+00
2.150016452713562121e+00 6.305110041783978048e+00
1.679359749851682404e-01 1.376402984547735742e-01
3.198348550559654280e-01 3.617584478661254321e-01
1.411896401970175186e-01 1.061046074326813110e-01
7.120172076399442496e-01 1.201616076060823213e+00
2.524418122257592878e-01 2.536716475029490714e-01
9.186463762677868905e-01 1.760972382837639794e+00
1.542531951175048377e+00 3.831609562698478300e+00
1.456112643548697072e+00 3.514167476240852572e+00
2.318940023441048215e+00 7.062594470936720548e+00
1.140316498392088151e+00 2.435387695253789619e+00
4.534791890161591343e-01 6.107536028970610431e-01
5.596473642750190436e-01 8.373397140405334227e-01
7.666387238864411646e-01 1.342505655838585721e+00
7.208200185765208934e-01 1.223968538633925851e+00
3.338865845463569459e-01 3.858588361786863263e-01
8.443020425763350101e-01 1.551589227112858627e+00
2.256223934714676638e+00 6.778027065977375365e+00
3.257019344740524902e-01 3.717581537856171625e-01
1.212236044979537075e+00 2.669382356404021550e+00
1.250384965499603540e+00 2.796376284823326674e+00
1.167967773899425854e+00 2.524505293937374439e+00
8.311267620691317748e-02 4.792155431055120096e-02
3.161068633349052859e-01 3.554519357813398783e-01
2.454992842545355547e+00 7.693170207633018620e+00
1.018873170297924569e+00 2.056885823883609632e+00
1.887764354495913510e+00 5.187423052036108650e+00
3.185773418630901688e-01 3.596270264530802008e-01
1.018307443676412127e+00 2.055172941121609753e+00
6.982903796568616650e-02 3.690490433437336459e-02
1.483843515960617809e-01 1.143173505513406241e-01
4.885295936297062713e-02 2.159565154301330142e-02
1.893776431440556962e+00 5.212223820381070460e+00
4.289628455699939780e-01 5.619006209686256970e-01
5.024062483830387116e-01 7.122173411717908076e-01
9.013322459609897364e-02 5.411994649753055359e-02
2.375158067668979925e-02 7.320972436599077447e-03
2.781555882175119176e+00 9.278156203123403500e+00
5.868390840951089871e-01 8.991011260091804624e-01
1.320685331852503808e+00 3.035491543004590120e+00
2.738102198577895496e+00 9.061591426865362564e+00
8.372409734536125914e-01 1.532165597339306240e+00
2.094223216829179002e+00 6.061281450182518071e+00
5.929396709881318284e-02 2.887658009976438664e-02
6.530923421596704914e-01 1.055581773789629363e+00
1.038555291214204868e+00 2.116773694024870700e+00
1.885762634615351541e+00 5.179174394283439398e+00
5.603952621105662973e-02 2.653210320538965453e-02
1.880654913943393680e+00 5.158146412373620926e+00
7.052197866383415337e-02 3.745559747433881842e-02
2.384603836068322491e-01 2.328918834063966048e-01
8.409043688503634040e-02 4.876968032650291079e-02
2.922004938240057026e-01 3.159013006465090645e-01
3.356440598217150129e+00 1.229839517900763113e+01
1.240316783712976711e+00 2.762669457790529304e+00
3.223745092209526764e-01 3.660758139136571221e-01
9.145417826059359934e-01 1.749183304378915338e+00
7.126998764021492683e-01 1.203344620699619005e+00
2.248780375919553265e+00 6.744512435446643472e+00
2.573897294696489091e+00 8.258797464736145955e+00
1.761548740063499263e+00 4.675972968254897388e+00
1.146166552662459370e+00 2.454152758247430288e+00
2.559429876576435059e-01 2.589672520881463047e-01
3.349887323339151290e-01 3.877709715082579556e-01
4.031320238787238774e-01 5.119186406994705729e-01
1.600464813776795170e-01 1.280557817039914281e-01
1.643634241104002358e+00 4.214419530395762337e+00
8.974674006548567506e-01 1.700427105532672067e+00
3.968431112004995875e-01 4.999864840218166129e-01
9.002358034607867987e-01 1.708301088861864603e+00
2.756472119228526196e+00 9.152935497380877194e+00
1.125682211015144096e+00 2.388656497724771732e+00
2.499009309682080904e-01 2.498514111752941913e-01
1.928582974234231973e+00 5.356578678757566436e+00
3.174263346765796356e+00 1.131082875272903188e+01
2.635264166057631474e+00 8.555910452964107904e+00
1.013043175080196923e+00 2.039256842530292158e+00
2.860366420857750613e-01 3.059584852896261031e-01
1.277773201347291776e+00 2.888754658580845014e+00
1.845221414646442959e+00 5.013057948732185132e+00
6.028236795707938578e-01 9.360853554019473721e-01
